Descricao;Unidade
LUMINARIA ALETADA 2 X 60CM ( BR );PC
LUMINARIA ALETADA 2 X 60CM ( PT );PC
LUMINARIA ALETADA 2 X 120CM ( BR );PC
LUMINARIA ALETADA 2 X 120CM ( PT );PC
LUMINARIA BLINDADA - PAREDE 45 GRAUS - 100W;PC
LUMINARIA BLINDADA - TETO - 100W;PC
LUMINARIA BLINDADA - TETO - 200W;PC
LUMINARIA CACAMBA - E-40 (VIDRO PLANO);PC
LUMINARIA CACAMBA - SIMPLES E-27 - E-40 LP10;PC
LUMINARIA CACAMBA/PETALA - 1 LINHA - ** LED - 50/60W ** C/ BASE DE RELE FOTOCELULA (CTB-BRIC);PC
LUMINARIA CACAMBA/PETALA - 1 LINHA - ** LED - 70W **;PC
LUMINARIA CACAMBA/PETALA - 1 LINHA - ** LED - 80W ** C/ BASE DE RELE FOTOCELULA (CTB-BRIC);PC
LUMINARIA CACAMBA/PETALA - 1 LINHA - ** LED - 100W ** C/ BASE DE RELE FOTOCELULA (CTB-BRIC);PC
LUMINARIA CACAMBA/PETALA - 1 LINHA - ** LED - 100W ** S/ BASE DE RELE FOTOCELULA (CTB-BRIC);PC
LUMINARIA CACAMBA/PETALA - 1 LINHA - ** LED - 150W ** S/ BASE DE RELE FOTOCELULA (CTB-BRIC);PC
LUMINARIA CACAMBA/PETALA - 1 LINHA - ** LED - 150W ** C/ BASE DE RELE FOTOCELULA (CTB-BRIC);PC
LUMINARIA CACAMBA/PETALA - 1 LINHA - ** LED - 200W ** C/ BASE DE RELE FOTOCELULA (CTB-BRIC);PC
LUMINARIA CACAMBA/PETALA - 2 LINHA - ** LED - 30W ** (CBC / MEGA ACE);PC
LUMINARIA CACAMBA/PETALA - 2 LINHA - ** LED - 50W ** (CBC / MEGA ACE);PC
LUMINARIA CACAMBA/PETALA - 2 LINHA - ** LED - 60W ** (CBC / MEGA ACE);PC
LUMINARIA CACAMBA/PETALA - 2 LINHA - ** LED - 100W ** (CBC / MEGA ACE);PC
LUMINARIA CACAMBA/PETALA - 2 LINHA - ** LED - 150W ** (CBC / MEGA ACE);PC
LUMINARIA CACAMBA/PETALA - 2 LINHA - ** LED - 200W ** (CBC / MEGA ACE);PC
LUMINARIA CACAMBA/PETALA - 2 LINHA - ** LED - 300W ** (CBC / MEGA ACE);PC
LUMINARIA DE ARMARIO LED - TOUCHLIGHT SIGNATURE (6500K-PILHA);UN
LUMINARIA DE EMERGENCIA ** BALIZAMENTO - SAIDA **;PC
LUMINARIA DE EMERGENCIA ** BLOCO AUTONOM ** ( 2-FAROIS ) - 1200 LUMENS;PC
LUMINARIA DE EMERGENCIA LED 2W BIVOLT;PC
LUMINARIA HERMETICA * BLINDADA * - 2 X 120CM - VAZIA;PC
LUMINARIA HERMETICA LED 67W (120CM X 15CM) - 9400LUM 5000K;PC
LUMINARIA LED - EMB. ALTA POT. 80W ( POSTO 51X51 );PC
LUMINARIA LED - EMB. ALTA POT. 100W ( POSTO 51X51 );PC
LUMINARIA LED - ASTER SL 2280MM X 68MM 4000K - AS168;PC
LUMINARIA LED EMB. 120 X 10 CM - ( 36W/3000K );PC
LUMINARIA LED EMB. 120 X 10 CM - ( 36W/6400K );PC
LUMINARIA LED POSTO DE COMBUSTIVEL 5000K - 131W;PC
LUMINARIA LED - SLIM FLATH 050 CM - 18W/20W ( 2 X 09W ) - 6500K;PC
LUMINARIA LED - SLIM FLATH 100CM - 36W/40W - 6500K - AVANT/LUMANTI;PC
LUMINARIA LED - SLIM FLATH 120CM - 32W - 5000K - LEDVANCE;UN
LUMINARIA LED - SLIM FLATH 120CM - 36W/40W - 6500K - OUROLUX;UN
LUMINARIA LED - SLIM FLATH 120CM - 36W/40W - 3000K;PC
LUMINARIA LED - SLIM FLATH 120CM - 36W/40W - 6500K ** PRETA **;UN
LUMINARIA LED - SLIM FLATH 200CM - 65/72W OUROLUX/AVANT/OUTROS;PC
LUMINARIA LED - SLIM FLATH 240CM - 100W OUROLUX/AVANT/OUTROS;PC
LUMINARIA LED SOB. 120 X 30 CM *RETANGULAR* - ( 48W/6400K );PC
LUMINARIA SISTEMA TUBO - ANEL CONCAVO - BR;PC
LUMINARIA SISTEMA TUBO - MANGUEIRA FLEX - BR;PC
LUMINARIA SISTEMA TUBO - MANGUEIRA FLEX - PT;PC
LUMINARIA SISTEMA TUBO - TAMPA LATERAL - BR;PC
LUMINARIA SISTEMA TUBO - TAMPA LATERAL - PT;PC
LUMINARIA SISTEMA TUBO - UNIAO - BR;PC
LUMINARIA SISTEMA TUBO - UNIAO - PT;PC
LUMINARIA TUBO 240CM ( VAZIO ) - BR;PC
LUMINARIA TUBO 240CM ( VAZIO ) - PT;PC
LUSTRE PLAFON - CRISTAL ** QUADRADO ** ( 30X30 );PC
LUSTRE PLAFON - CRYSTAL SPIRAL 3 LAMPADAS GU10;PC
LUSTRE PLAFON - LEMAN CRISTAL;PC
LUSTRE PENDENTE - LED GOTA 30CM (INTEGRADO);PC
LUSTRE PENDENTE - LED INTEGRADO * 2 ONDAS * ( 30CM );PC
LUSTRE PENDENTE - LED INTEGRADO * 3 AROS * ( 60X40X20 ) BR / WH;PC
LUSTRE PENDENTE - LED INTEGRADO * 3 AROS * ( 60X40X20 ) DOURADO / GD;PC
LUSTRE PENDENTE - LED INTEGRADO * 3 AROS * ( 60X40X20 ) PT / BK;PC
LUSTRE PENDENTE - LED INTEGRADO * 3 AROS * ( 100X80X40 );PC
LUSTRE PENDENTE - LED INTEGRADO * 5 AROS * ( 100X90X80X70X60 ) - DOURADO - 3000K;PC
LUSTRE PENDENTE - LED INTEGRADO * 5 AROS * ( 100X90X80X70X60 ) - PRETO - 3000K;PC
LUSTRE PENDENTE - CLASSICO TREVISO 5 BRACOS (CROMO E ACRILICO);PC
LUSTRE PENDENTE - CLASSICO TREVISO 9 BRACOS (CROMO E ACRILICO);PC
LUSTRE PENDENTE - CLASSICO VIENA CRISTAL K9 ( 6 BRACOS );PC
LUSTRE PENDENTE - CLASSICO VIENA CRISTAL K9 ( 12 BRACOS );PC
LUSTRE PENDENTE - CRISTAL PARIS QUADRADO (25 CM - 4 X G9);PC
LUSTRE PENDENTE - CRISTAL PARIS REDONDO (30 CM - 6 X G9);PC
LUSTRE PENDENTE - CRISTAL WESSEX AT (40CM - 5X G9);PC
LUSTRE PENDENTE - CRISTAL WESSEX CRE (40CM - 5X G9);PC
LUSTRE PENDENTE - CRISTAL WESSEX FE (40CM - 5X G9);PC
LUSTRE PENDENTE - MODERNO SPUTNIK (05 LAMPADAS) COBRE;PC
LUSTRE PENDENTE - MODERNO SPUTNIK (08 LAMPADAS) COBRE;PC
LUSTRE PENDENTE - MODERNO SPUTNIK (08 LAMPADAS) PRETO;PC
LUSTRE PENDENTE - MODERNO SPUTNIK (13 LAMPADAS) PRETO;PC
LUSTRE PENDENTE - MODERNO SPUTNIK (16 LAMPADAS) PRETO;PC
LUSTRE PENDENTE - RUSTICO ** RODA DE CARROCA ** ( 95CM A105CM );PC
LUVA EMENDA A COMPRESSAO 6MM2;PC
LUVA EMENDA A COMPRESSAO 10MM2;PC
LUVA EMENDA A COMPRESSAO 16MM2;PC
LUVA EMENDA A COMPRESSAO 25MM2;PC
LUVA EMENDA A COMPRESSAO 35MM2;PC
LUVA EMENDA A COMPRESSAO 50MM2;PC
LUVA EMENDA A COMPRESSAO 70MM2;PC
LUVA EMENDA A COMPRESSAO 95MM2;PC
LUVA EMENDA A COMPRESSAO 120MM2;PC
LUVA EMENDA A COMPRESSAO 150MM2;PC
LUVA EMENDA A COMPRESSAO 185MM2;PC
LUVA EMENDA A COMPRESSAO 240MM2;PC
LUVA EMENDA A COMPRESSAO 300MM2;PC
LUVA EMENDA ISOLADA 0.5-1.5MM2;PC
LUVA EMENDA ISOLADA 1.5-2.5MM2;PC
LUVA EMENDA ISOLADA 4.0-6.0MM2;PC
LUVA FERRO GALVANIZADA FOGO 1/2;PC
LUVA FERRO GALVANIZADA FOGO 1;PC
LUVA FERRO GALVANIZADA FOGO 2;PC
LUVA FERRO GALVANIZADA FOGO 3;PC
LUVA FERRO GALVANIZADA FOGO 4;PC
LUVA FERRO ZINCADA 4;PC
LUVA FERRO ZINCADA 3;PC
LUVA FERRO ZINCADA 2 1/2 *ENCOMENDA*;PC
LUVA FERRO ZINCADA 2;PC
LUVA FERRO ZINCADA 1 1/2;PC
LUVA FERRO ZINCADA 1 1/4;PC
LUVA FERRO ZINCADA 1;PC
LUVA FERRO ZINCADA 3/4;PC
LUVA FERRO ZINCADA 1/2;PC
LUVA LATEX - M;UN
LUVA PVC - 3/4;PC
LUVA PVC - 1;PC
LUVA PVC - 1/2;PC
LUVA PVC - 1 1/4;PC
LUVA PVC - 1 1/2;PC
LUVA PVC - 2;PC
LUVA PVC - 2 *ENCOMENDA*;PC
LUVA PVC - 2 1/2 *ENCOMENDA*;PC
LUVA PVC - 3;PC
LUVA PVC - 4;PC
LUVA ROSCA ISOLADA 0.75MM2 ( CONECTOR TORCAO );PC
LUVA ROSCA ISOLADA 1.50MM2 ( CONECTOR TORCAO );PC
LUVA ROSCA ISOLADA 2.50MM2 ( CONECTOR TORCAO );PC
LUVA ROSCA ISOLADA 4.00MM2 ( CONECTOR TORCAO );PC
LUVA ROSCA ISOLADA 6.00MM2 ( CONECTOR TORCAO );PC
LUZ GUIA 1W LED - DIVERSAS;UN
MADEIRA - CAIBRO P/TC 0.65X0.6X0.5M;PC
MADEIRA - FUNDO NAVAL 1.80X1.50X0.02M;PC
MADEIRA - MADEIRA LISA 20MM 4M2;PC
MALETA / CAIXA FERRAMENTAS 18.3 FECHOS METAL - REF. 1832;UN
MALETA / CAIXA FERRAMENTAS 19.5 FECHOS METAL - REF. 1952;PC
MALETA / CAIXA FERRAMENTAS E PESCA - REF. CF-26;UN
MALETA / CAIXA FERRAMENTAS E PESCA - REF. CF-38;UN
MALETA / CAIXA FERRAMENTAS E PESCA - REF. CF-43;UN
MALETA / CAIXA FERRAMENTAS E PESCA - REF. CF-44;UN
MALETA / CAIXA FERRAMENTAS E PESCA - TAMPA AZUL (PROMOCIONAL);PC
MALETA / CAIXA FERRAMENTAS E PESCA - TAMPA TRANSPARENTE (PROMOCIONAL);PC
MALETA FURADEIRA C/ SEPARADOR - REF. 21001;PC
MALETA ORGANIZADORA 18 DIVISÕES - REF. 14002;PC
MALETA ORGANIZADORA DUPLA FACE - REF. UT-105;PC
MANGUEIRA ENGATE RAPIDO ** EMENDA **;UN
MANGUEIRA ENGATE RAPIDO ** FEMEA **;UN
MANGUEIRA ENGATE RAPIDO ** MACHO **;UN
MANGUEIRA LED SLIM *** NEON *** - CABO DE FORÇA;PC
MANGUEIRA LED SLIM *** NEON *** - CONTROLE + FONTE RGB;PC
MANGUEIRA LED SLIM *** NEON *** 127V - BF;MT
MANGUEIRA LED SLIM *** NEON *** 127V - BQ;MT
MANGUEIRA LED SLIM *** NEON *** 127V - RGB;MT
MANGUEIRA LED SLIM *** NEON *** 127V - VD;MT
MANGUEIRA LED SLIM *** NEON *** 127V - VM;MT
MANGUEIRA LUMINOSA (CAIXA FECHADA + 4 RABICHO) 11MM - ** LED / 3000K ** (127V);RL
MANGUEIRA LUMINOSA (CAIXA FECHADA + 4 RABICHO) 11MM - ** LED / 3000K ** (220V);RL
MANGUEIRA LUMINOSA (CAIXA FECHADA + 4 RABICHO) 11MM - ** LED / 6400K ** (127V);RL
MANGUEIRA LUMINOSA (CAIXA FECHADA + 4 RABICHO) 11MM - ** LED / 6400K ** (220V);RL
MANGUEIRA LUMINOSA (CAIXA FECHADA + 4 RABICHO) 11MM - ** LED / AMARELA ** (127V);RL
MANGUEIRA LUMINOSA (CAIXA FECHADA + 4 RABICHO) 11MM - ** LED / AMARELA ** (220V);RL
MANGUEIRA LUMINOSA (CAIXA FECHADA + 4 RABICHO) 11MM - ** LED / AZUL ** (127V);RL
MANGUEIRA LUMINOSA (CAIXA FECHADA + 4 RABICHO) 11MM - ** LED / AZUL ** (220V);RL
MANGUEIRA LUMINOSA (CAIXA FECHADA + 4 RABICHO) 11MM - ** LED / RGB ** (127V);RL
MANGUEIRA LUMINOSA (CAIXA FECHADA + 4 RABICHO) 11MM - ** LED / RGB ** (220V);RL
MANGUEIRA LUMINOSA (CAIXA FECHADA + 4 RABICHO) 11MM - ** LED / VERDE ** (127V);RL
MANGUEIRA LUMINOSA (CAIXA FECHADA + 4 RABICHO) 11MM - ** LED / VERDE ** (220V);RL
MANGUEIRA LUMINOSA (CAIXA FECHADA + 4 RABICHO) 11MM - ** LED / VERMELHA ** (127V);RL
MANGUEIRA LUMINOSA (CAIXA FECHADA + 4 RABICHO) 11MM - ** LED / VERMELHA ** (220V);RL
MANGUEIRA LUMINOSA (CAIXA FECHADA + 4 RABICHO) 13MM - ** STROBOO / 3000K ** (220V);RL
MANGUEIRA LUMINOSA (CAIXA FECHADA + 4 RABICHO) 13MM - ** STROBOO / 6500K ** (220V);RL
MANGUEIRA LUMINOSA 11MM - ABRACADEIRA U;PC
MANGUEIRA LUMINOSA 11MM - CABO ( COMUM );PC
MANGUEIRA LUMINOSA 11MM - CABO ( SEQUENCIAL PARA RGB );PC
MANGUEIRA LUMINOSA 11MM - EMENDA;PC
MANGUEIRA LUMINOSA 11MM - ** LED / 3000K ** (127V);MT
MANGUEIRA LUMINOSA 11MM - ** LED / 3000K ** (220V);MT
MANGUEIRA LUMINOSA 11MM - ** LED / 6400K ** (127V);MT
MANGUEIRA LUMINOSA 11MM - ** LED / 6400K ** (220V);MT
MANGUEIRA LUMINOSA 11MM - ** LED / AMARELO ** (220V);PC
MANGUEIRA LUMINOSA 11MM - ** LED / AZUL ** (127V);MT
MANGUEIRA LUMINOSA 11MM - ** LED / AZUL ** (220V);MT
MANGUEIRA LUMINOSA 11MM - ** LED / VERDE ** (127V);MT
MANGUEIRA LUMINOSA 11MM - ** LED / VERDE ** (220V);MT
MANGUEIRA LUMINOSA 11MM - ** LED / VERMELHA ** (127V);MT
MANGUEIRA LUMINOSA 11MM - ** LED / VERMELHA ** (220V);MT
MANGUEIRA LUMINOSA 11MM - ** LED /RGB ** (127V);MT
MANGUEIRA LUMINOSA 11MM - ** LED /RGB ** (220V);MT
MANGUEIRA LUMINOSA 13MM - ** LED / 3000K ** (220V) - COMUM;MT
MANGUEIRA LUMINOSA 13MM - ** LED / AZUL ** (220V) - ESTROBO;MT
MANGUEIRA LUMINOSA 13MM - ** LED / FIXA 3000K ** (220V) - ESTROBO 6K;MT
MANGUEIRA LUMINOSA 13MM - ** LED / FIXO 6500K ** (220V) - ESTROBO 3K;MT
MANGUEIRA LUMINOSA 13MM - ** LED / VERMELHA ** (220V) - ESTROBO;MT
MANGUEIRA PVC MULTI 1/2 LARANJA 25MT CAMADA TRIPLA;UN
MANGUEIRA PVC MULTI 1/2 LARANJA 50MT CAMADA TRIPLA;UN
MANTA ASFÁLTICA ROLO DE 90CM X 10M;RL
MASSA CALAFETAR - 500 G;UN
MASSA CALAFETAR CAIXA DE FILETE 350G;PC
MASSA DE VEDAÇÃO P ISOLAMENTO ELÉTRICO 38MM X 1.5M MASTIFLEX;RL
MEDIDOR BIFASICO/TRIFASICO - DIGITAL;PC
MG CAIXA SOBREPOR (SISTEMA X) - 1 SECAO;PC
MG CAIXA SOBREPOR (SISTEMA X) - 1 SECAO EBONY;PC
MG CAIXA SOBREPOR (SISTEMA X) - 2 SECAO;PC
MG CAIXA SOBREPOR (SISTEMA X) - 3 SECAO;PC
MG CAIXA SOBREPOR (SISTEMA X) - 3 SECAO EBONY;PC
MG TOMADA PARA APARELHOS EMBUTIR PRETA - 10A;PC
MG TOMADA PARA APARELHOS EMBUTIR VERM. - 20A;PC
MG Z RECEPTOR SEM FIO UNIVERSAL (433 / TRX-311);PC
MG/AZUL - SERENO PLACA 4X2 - 3 SECAO;PC
MG/ROSA - AFFETO PLACA 4X2 - 3 SECAO;PC
MICRO FIM DE CURSO - (MG 2601. 2607);PC
MICRO FIM DE CURSO - AXCK-S141 - HASTE REGULAVEL+ROLDANA;PC
MICRO FIM DE CURSO - LXK-P106 - C HASTE ARTICULAVEL;PC
MICRO FIM DE CURSO - V-153-1C25 - MINI;PC
MICRO FIM DE CURSO - Z-15HW24-B - HASTE LONGA;PC
MICRO FIM DE CURSO JNG XCK-P118 LXK-P118;PC
MICRO FIM DE CURSO JNG XCK-P121 LXK-P121;PC
MICRO FIM DE CURSO RA7100;PC
MICRO FIM DE CURSO RA7121;PC
MICROFIBRA;KG
MINUTERIA - *DISJUNTOR* PARA QUADRO COMANDO;PC
MINUTERIA - INTERRUPTOR;PC
MODULO DE EXPANSAO SSW07 HMI LOC (INTERFACE DE OPERACAO);PC
MOVEIS - MOD. CEGO PT;PC
MOVEIS - MOD. HDMI PT;PC
MOVEIS - MOD. TOMADA 10A NBR PT;PC
MOVEIS - MOD. TOMADA 20A NBR PT;PC
MOVEIS - MOD. TOMADA RJ-45 PT;PC
MOVEIS - MOD. USB DADOS 3.0 PT;PC
MOVEIS - CAIXA EMB. C/ TAMPA CP45N PT ( 9 MOD. );PC
MOVEIS - CAIXA EMB. C/ TAMPA CX34 PT ( 3TOM X 4 MOD. );PC
MOVEIS - CAIXA EMB. C/ TAMPA CX44 PT ( 4TOM X 4 MOD. );PC
MOVEIS - CAIXA EMB. FACEADA RE06FN PT ( 6 MOD. );PC
MOVEIS - HASTE CANTONEIRA 1 1/2 * 1/8 (BARRA 6MT);PC
MOVEIS - TORRE DE TOMADA 3TOM PT (3MOD.);PC
MOVEIS - TORRE DE TOMADA 5TOM PT (5MOD.);PC
MULTIMETRO - ALICATE FOXLUX / DECORLUX;PC
MULTIMETRO - ALICATE MINIPA (ET3200);PC
MULTIMETRO - ALICATE MINIPA (ET3200*B*) MAIS TECNICO;PC
MULTIMETRO - ALICATE MINIPA CAT3 600V (ET3166);PC
MULTIMETRO - CABO DE TESTE PARA MITER;PC
MULTIMETRO - DIGITAL FOXLUX;PC
MULTIMETRO - DIGITAL FOXLUX C/TESTADOR RJ45;PC
MULTIMETRO - DIGITAL MINIPA (ET-1000);PC
NF - PADRAO KIT COBRE TRIFASICO ACOPLADO 95MM * HIBRIDO * (C6);PC
NH BARRA SECA NH 00;PC
NH BARRA SECA NH 1;PC
NH BARRA SECA NH 2;PC
NH BARRA SECA NH 3;PC
NH BASE NH T 1 250 A;PC
NH BASE NH T 2 400 A;PC
NH BASE NH T 3 630 A;PC
NH CHAVE NH JOINING 160A T-00 C/CARGA;PC
NH CHAVE NH JOINING 250A T-1 C/CARGA;PC
NH CHAVE NH JOINING 400A T-2 C/CARGA;PC
NH FUSIVEL NEUTRO T-00;PC
NH FUSIVEL NEUTRO T-01;PC
NH FUSIVEL NH T 00 6 A;PC
NH FUSIVEL NH T 00 16 A;PC
NH FUSIVEL NH T 00 20 A;PC
NH FUSIVEL NH T 00 25 A;PC
NH FUSIVEL NH T 00 32 A;PC
NH FUSIVEL NH T 00 50 A;PC
NH FUSIVEL NH T 00 63 A;PC
NH FUSIVEL NH T 00 80 A;PC
NH FUSIVEL NH T 00 100 A;PC
NH FUSIVEL NH T 00 125 A;PC
NH FUSIVEL NH T 00 160 A;PC
NH FUSIVEL NH T 1 25 A;PC
NH FUSIVEL NH T 1 36 A;PC
NH FUSIVEL NH T 1 50 A;PC
NH FUSIVEL NH T 1 63 A;PC
NH FUSIVEL NH T 1 80 A;PC
NH FUSIVEL NH T 1 100 A;PC
NH FUSIVEL NH T 1 125 A;PC
NH FUSIVEL NH T 1 160 A;PC
NH FUSIVEL NH T 1 200 A;PC
NH FUSIVEL NH T 1 225 A;PC
NH FUSIVEL NH T 1 250 A;PC
NH FUSIVEL NH T 2 125 A;PC
NH FUSIVEL NH T 2 200 A;PC
NH FUSIVEL NH T 2 225 A;PC
NH FUSIVEL NH T 2 250 A;PC
NH FUSIVEL NH T 2 300 A / 400A;PC
NH FUSIVEL NH T 3 315 A;PC
NH FUSIVEL NH T 3 355 A;PC
NH FUSIVEL NH T 3 400 A;PC
NH FUSIVEL NH T 3 425 A;PC
NH FUSIVEL NH T 3 500 A;PC
NH FUSIVEL NH T 3 600 A;PC
NH FUSIVEL NH T 3 630 A;PC
NH SACA FUSIVEL;PC
NIPLE GALVANIZADO - 3/4;PC
NIPLE GALVANIZADO - 1 1/2;PC
NIPLE GALVANIZADO - 2;PC
NIPLE PVC - 1/2;PC
NIPLE PVC - 3/4;PC
NIPLE PVC - 1;PC
NIPLE PVC - 1 1/4;PC
NIPLE PVC - 1 1/2;PC
NIPLE PVC - 2 1/2 *ENCOMENDA*;PC
NIPLE PVC - 2;PC
NIPLE PVC - 3;PC
NIPLE ROSCA SEM FIM ( 03 CM );PC
NIPLE ROSCA SEM FIM ( 04 CM );PC
NIPLE ROSCA SEM FIM (PORCA SEXTAVA);PC
NOBREAK - 750 VA (INTELBRAS) 127V;PC
NOBREAK - 1.000 VA (INTELBRAS) 220V;PC
NOBREAK - 1.000 VA (TS-SHARA) SENOIDAL 220V;PC
NOBREAK - 1.800 VA (TH-SHARA/INTELBRAS);PC
NOBREAK - 3.200 VA (TH-SHARA);PC
NOBREAK - CABOS FECHAMENTO EM ** 12V-45A ** (GABINETE SEM BATERIA);PC
NOBREAK - CABOS FECHAMENTO EM ** 24V-40A **(GABINETE SEM BATERIA);PC
NUCLEO LUMINARIA POSTE BASE 2 - 2 PONTOS;UN
NUCLEO LUMINARIA POSTE BASE 2 - 3 PONTOS;UN
NUCLEO LUMINARIA POSTE BASE 2 - 4 PONTOS;UN
NUCLEO LUMINARIA POSTE BASE 3 - 3 PONTOS;UN
NUCLEO LUMINARIA POSTE BASE 3 - 4 PONTOS;UN
NUMERO P/ PAREDE - 0;PC
NUMERO P/ PAREDE - 1;PC
NUMERO P/ PAREDE - 2;PC
NUMERO P/ PAREDE - 3;PC
NUMERO P/ PAREDE - 4;PC
NUMERO P/ PAREDE - 5;PC
NUMERO P/ PAREDE - 6/9;PC
NUMERO P/ PAREDE - 7;PC
NUMERO P/ PAREDE - 8;PC
OLEO DESENGRIPANTE ( BELTOLS / MARCAS ) - 300ML;UN
OLEO DESENGRIPANTE ( WD-40 ) - 300ML;UN
ORBIFIX - TRAVA PARAFUSO;UN
ORNAMENTAL - CRUZETA REQUADRO JOGO DA VELHA (6 REFLETORES MODUL.);PC
ORNAMENTAL - CRUZETA TRAPEZIO 1MT (2 REFLETORES);PC
ORNAMENTAL - CRUZETA TRAPEZIO 1MT (3 REFLETORES) GALV. FOGO;PC
ORNAMENTAL - CRUZETA TRAPEZIO 3 ANDARES 1.5X2MT (REFLETORES);PC
ORNAMENTAL - CRUZETA TRAPEZIO DUPLO 1MT (4 REFLETORES);PC
ORNAMENTAL - LUMINARIA LED PRACA CHAPEU CHINES 30W (145 LUMENS);RL
ORNAMENTAL - LUMINARIA LED PRACA CHAPEU CHINES 60W (145 LUMENS);RL
ORNAMENTAL - LUMINARIA LED PRACA CHAPEU CHINES 80W (145 LUMENS);RL
ORNAMENTAL - POSTE (CHUMBADOR);PC
ORNAMENTAL - POSTE TEL. GAL. FOGO 3M LIVRE (C/ LUM. 150W 3000K CM FOTOCELULA C BASE C/ SUP. 1 LUM.);PC
ORNAMENTAL - POSTE TEL. GAL. FOGO 3M LIVRE (C/ LUM. 150W 3000K CM FOTOCELULA C BASE C/ SUP. 2 LUM.);PC
ORNAMENTAL - POSTE TEL. RETO GAL. FOGO 5M LIVRE (ENGASTAR - C/ SUP. 1 LUM.);UN
ORNAMENTAL - POSTE TEL. RETO GAL. FOGO 8M LIVRE (ENGASTAR - C/ TRAVESSAO 2 REFELETOR);UN
ORNAMENTAL - POSTE TELECONICO CURVO AÇO CARBONO 10M LIVRE (ENGASTAR - C/ 2 BRACOS CURVOS) - EPOXI;UN
ORNAMENTAL - POSTE TELECONICO RETO AÇO CARBONO 3M LIVRE (BASE C CHUMBADOR - C/ SUP. 1 LUM.) - EPOXI;PC
ORNAMENTAL - POSTE TELECONICO RETO AÇO CARBONO 3M LIVRE (BASE C CHUMBADOR - C/ SUP. 1 LUM.) - GALVANIZADO A FOGO;PC
ORNAMENTAL - POSTE TELECONICO RETO AÇO CARBONO 3M LIVRE (BASE C CHUMBADOR - C/ SUP. 2 LUM.) - EPOXI;PC
ORNAMENTAL - POSTE TELECONICO RETO AÇO CARBONO 3M LIVRE (BASE C CHUMBADOR - C/ SUP. 2 LUM.) - GALVANIZADO A FOGO;PC
ORNAMENTAL - POSTE TELECONICO RETO AÇO CARBONO 3M LIVRE (ENGASTAR - C/ SUP. 1 LUM.) - GALV. FOGO;UN
ORNAMENTAL - POSTE TELECONICO RETO AÇO CARBONO 3M LIVRE (ENGASTAR - C/ SUP. 2 LUM.) - GALV. FOGO;UN
ORNAMENTAL - POSTE TELECONICO RETO AÇO CARBONO 4M LIVRE (BASE C CHUMBADOR - C/ SUP. 1 LUM.) - EPOXI;PC
ORNAMENTAL - POSTE TELECONICO RETO AÇO CARBONO 4M LIVRE (BASE C CHUMBADOR - C/ SUP. 1 LUM.) - GALVANIZADO A FOGO;PC
ORNAMENTAL - POSTE TELECONICO RETO AÇO CARBONO 5M LIVRE (BASE C/ CHUMBADORES - C/ SUP. 4 LUM.) - EPOXI;UN
ORNAMENTAL - POSTE TELECONICO RETO AÇO CARBONO 5M LIVRE (ENGASTAR - C/ SUP. 1 LUM.) - EPOXI;UN
ORNAMENTAL - POSTE TELECONICO RETO AÇO CARBONO 5M LIVRE (ENGASTAR - C/ SUP. 2 LUM.) - EPOXI;UN
ORNAMENTAL - POSTE TELECONICO RETO AÇO CARBONO 5M LIVRE (ENGASTAR - C/ SUP. 3 LUM.) - EPOXI;UN
ORNAMENTAL - POSTE TELECONICO RETO AÇO CARBONO 6M LIVRE (BASE C/ CHUMBARDORES - C/ SUP. 2 LUM.) - EPOXI;UN
ORNAMENTAL - POSTE TELECONICO RETO AÇO CARBONO 6M LIVRE (BASE C/ CHUMBARDORES - C/ SUP. 2 LUM.) - GALVANIZADO FOGO;UN
ORNAMENTAL - POSTE TELECONICO RETO AÇO CARBONO 6M LIVRE (ENGASTAR - C/ SUP. 2 LUM.) - GALVANIZADO FOGO;UN
ORNAMENTAL - POSTE TELECONICO RETO AÇO CARBONO 6M LIVRE (ENGASTAR LISO );UN
ORNAMENTAL - POSTE TELECONICO RETO AÇO CARBONO 6M LIVRE (ENGASTAR LISO ) - GALV. FOGO;UN
ORNAMENTAL - POSTE TELECONICO RETO AÇO CARBONO 7M LIVRE (ENGASTAR (GALVANIZADO FOGO);UN
ORNAMENTAL - POSTE TELECONICO RETO AÇO CARBONO 7M LIVRE (ENGASTAR (PINTURA FUNDO PRIME CINZA);UN
ORNAMENTAL - POSTE TELECONICO RETO AÇO CARBONO 8M LIVRE (BASE C/ CHUMBADORES - GALVANIZADO FOGO) 1 BRAÇO;UN
ORNAMENTAL - POSTE TELECONICO RETO AÇO CARBONO 8M LIVRE (BASE C/ CHUMBADORES - GALVANIZADO FOGO) 2 BRAÇOS;UN
ORNAMENTAL - POSTE TELECONICO RETO AÇO CARBONO 8M LIVRE (ENGASTAR (GALVANIZADO FOGO);UN
ORNAMENTAL - POSTE TELECONICO RETO AÇO CARBONO 8M LIVRE (ENGASTAR - C/ SUP. 2 LUM.) - EPOXI;UN
ORNAMENTAL - POSTE TELECONICO RETO AÇO CARBONO 8M LIVRE (ENGASTAR - C/ TRAVESSAO 2 REFELETOR) - EPOXI;UN
ORNAMENTAL - POSTE TELECONICO RETO AÇO CARBONO 9M LIVRE (ENGASTAR (GALVANIZADO FOGO);UN
PACOTE TERMINAL - ISOL. AGULHA 1.5MM2;UN
PACOTE TERMINAL - ISOL. AGULHA 2.5MM2;UN
